V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102
0,-1.204,-1.233,-1.288,-1.371,-1.483,-1.624,-1.795,-2,-2.237,-2.51,-2.819,-3.166,-3.551,-3.975,-4.439,-4.943,-5.486,-6.068,-6.688,-7.344,-8.035,-8.758,-9.512,-10.294,-11.1,-11.927,-12.773,-13.634,-14.506,-15.386,-16.271,-17.157,-18.04,-18.917,-19.784,-20.639,-21.477,-22.295,-23.089,-23.857,-24.594,-25.299,-25.966,-26.594,-27.179,-27.718,-28.209,-28.649,-29.036,-29.368,-29.643,-29.86,-30.017,-30.115,-30.152,-30.129,-30.045,-29.902,-29.701,-29.443,-29.129,-28.763,-28.346,-27.881,-27.371,-26.82,-26.231,-25.609,-24.958,-24.282,-23.588,-22.88,-22.165,-21.448,-20.735,-20.033,-19.349,-18.689,-18.059,-17.466,-16.915,-16.412,-15.963,-15.57,-15.238,-14.969,-14.766,-14.628,-14.556,-14.547,-14.599,-14.707,-14.869,-15.076,-15.323,-15.601,-15.904,-16.221,-16.544,-16.864,NA
0,-3.295,-2.598,-1.885,-1.163,-0.437,0.288,1.006,1.713,2.404,3.077,3.728,4.356,4.959,5.537,6.091,6.622,7.132,7.625,8.103,8.569,9.029,9.486,9.943,10.404,10.872,11.347,11.832,12.327,12.829,13.338,13.85,14.36,14.862,15.352,15.821,16.262,16.668,17.031,17.344,17.6,17.791,17.914,17.965,17.939,17.836,17.657,17.402,17.076,16.681,16.226,15.716,15.16,14.567,13.947,13.311,12.668,12.029,11.404,10.804,10.236,9.71,9.233,8.81,8.448,8.149,7.917,7.752,7.655,7.624,7.657,7.751,7.9,8.099,8.341,8.621,8.929,9.257,9.598,9.942,10.28,10.604,10.905,11.175,11.406,11.591,11.724,11.798,11.809,11.754,11.628,11.431,11.162,10.822,10.412,9.935,9.396,8.799,8.151,7.459,6.732,NA
0,10.828,11.076,11.26,11.38,11.435,11.424,11.35,11.211,11.011,10.751,10.433,10.062,9.639,9.17,8.66,8.113,7.536,6.934,6.313,5.681,5.044,4.408,3.782,3.171,2.582,2.021,1.495,1.007,0.563,0.166,-0.181,-0.474,-0.713,-0.898,-1.027,-1.103,-1.127,-1.101,-1.029,-0.914,-0.76,-0.574,-0.359,-0.121,0.134,0.4,0.671,0.94,1.203,1.453,1.684,1.891,2.069,2.212,2.318,2.382,2.4,2.371,2.293,2.165,1.987,1.759,1.484,1.163,0.801,0.401,-0.031,-0.49,-0.969,-1.461,-1.958,-2.452,-2.936,-3.401,-3.84,-4.245,-4.609,-4.925,-5.188,-5.392,-5.535,-5.614,-5.626,-5.572,-5.453,-5.271,-5.028,-4.73,-4.381,-3.988,-3.557,-3.096,-2.613,-2.114,-1.608,-1.103,-0.606,-0.123,0.338,0.774,NA
0,3.448,2.863,2.237,1.575,0.884,0.17,-0.559,-1.296,-2.034,-2.765,-3.483,-4.18,-4.853,-5.496,-6.105,-6.678,-7.212,-7.707,-8.162,-8.578,-8.957,-9.301,-9.611,-9.892,-10.145,-10.374,-10.58,-10.765,-10.93,-11.077,-11.203,-11.31,-11.392,-11.449,-11.475,-11.465,-11.415,-11.317,-11.165,-10.953,-10.673,-10.32,-9.887,-9.37,-8.763,-8.064,-7.272,-6.386,-5.407,-4.339,-3.186,-1.956,-0.655,0.707,2.116,3.564,5.034,6.514,7.988,9.442,10.86,12.229,13.533,14.76,15.899,16.938,17.868,18.683,19.377,19.946,20.388,20.706,20.9,20.975,20.937,20.794,20.553,20.226,19.822,19.352,18.828,18.261,17.663,17.044,16.413,15.781,15.155,14.541,13.945,13.372,12.824,12.302,11.807,11.338,10.893,10.469,10.061,9.668,9.284,8.905,NA
0,-0.086,-0.753,-1.411,-2.053,-2.674,-3.266,-3.826,-4.347,-4.824,-5.255,-5.633,-5.958,-6.227,-6.439,-6.593,-6.691,-6.734,-6.723,-6.662,-6.554,-6.402,-6.211,-5.984,-5.725,-5.44,-5.132,-4.804,-4.459,-4.101,-3.733,-3.354,-2.969,-2.576,-2.176,-1.77,-1.357,-0.936,-0.507,-0.068,0.381,0.842,1.316,1.803,2.302,2.815,3.34,3.877,4.423,4.976,5.534,6.093,6.648,7.195,7.729,8.245,8.737,9.199,9.625,10.01,10.346,10.63,10.857,11.021,11.119,11.15,11.111,11.001,10.821,10.573,10.258,9.882,9.447,8.961,8.43,7.86,7.259,6.636,5.998,5.354,4.713,4.08,3.466,2.874,2.312,1.785,1.296,0.849,0.445,0.087,-0.226,-0.495,-0.72,-0.905,-1.052,-1.164,-1.245,-1.298,-1.328,-1.338,-1.332,NA
0,-14.807,-15.076,-15.287,-15.44,-15.538,-15.58,-15.57,-15.512,-15.409,-15.267,-15.091,-14.886,-14.66,-14.419,-14.17,-13.921,-13.677,-13.447,-13.236,-13.052,-12.9,-12.786,-12.714,-12.689,-12.712,-12.788,-12.915,-13.096,-13.33,-13.613,-13.944,-14.319,-14.732,-15.179,-15.653,-16.146,-16.65,-17.158,-17.661,-18.149,-18.614,-19.048,-19.44,-19.783,-20.07,-20.291,-20.442,-20.516,-20.508,-20.415,-20.233,-19.962,-19.599,-19.146,-18.604,-17.976,-17.267,-16.48,-15.622,-14.699,-13.72,-12.693,-11.627,-10.531,-9.415,-8.291,-7.169,-6.058,-4.971,-3.917,-2.907,-1.949,-1.055,-0.231,0.515,1.175,1.744,2.217,2.59,2.861,3.027,3.089,3.047,2.903,2.659,2.318,1.886,1.368,0.768,0.094,-0.648,-1.451,-2.308,-3.211,-4.152,-5.125,-6.121,-7.133,-8.154,-9.176,NA
0,-0.843,-1.664,-2.478,-3.276,-4.048,-4.786,-5.48,-6.122,-6.704,-7.219,-7.66,-8.022,-8.298,-8.485,-8.578,-8.576,-8.476,-8.279,-7.985,-7.595,-7.113,-6.541,-5.884,-5.149,-4.341,-3.468,-2.537,-1.558,-0.538,0.513,1.585,2.67,3.757,4.839,5.907,6.952,7.966,8.944,9.877,10.761,11.591,12.362,13.071,13.714,14.29,14.797,15.233,15.597,15.889,16.109,16.256,16.331,16.334,16.267,16.129,15.922,15.648,15.307,14.902,14.435,13.909,13.326,12.69,12.004,11.273,10.502,9.695,8.858,7.996,7.115,6.221,5.32,4.418,3.522,2.635,1.766,0.917,0.094,-0.698,-1.457,-2.178,-2.86,-3.499,-4.095,-4.647,-5.154,-5.616,-6.035,-6.412,-6.747,-7.044,-7.304,-7.53,-7.725,-7.892,-8.034,-8.153,-8.253,-8.335,-8.404,NA
0,-1.709,-2.034,-2.37,-2.71,-3.051,-3.387,-3.712,-4.022,-4.312,-4.578,-4.816,-5.024,-5.199,-5.341,-5.447,-5.518,-5.556,-5.561,-5.536,-5.484,-5.407,-5.31,-5.195,-5.066,-4.928,-4.783,-4.633,-4.482,-4.332,-4.182,-4.035,-3.888,-3.741,-3.592,-3.438,-3.275,-3.1,-2.907,-2.691,-2.447,-2.17,-1.855,-1.496,-1.089,-0.631,-0.117,0.453,1.082,1.769,2.513,3.311,4.16,5.056,5.992,6.961,7.956,8.967,9.985,11,12.003,12.982,13.928,14.83,15.68,16.467,17.185,17.826,18.383,18.851,19.227,19.507,19.69,19.776,19.765,19.661,19.466,19.185,18.824,18.389,17.889,17.331,16.725,16.079,15.404,14.709,14.005,13.302,12.609,11.934,11.288,10.676,10.105,9.582,9.111,8.695,8.336,8.035,7.791,7.603,7.468,NA
0,9.304,9.318,9.332,9.349,9.367,9.387,9.409,9.434,9.461,9.491,9.524,9.56,9.6,9.643,9.69,9.741,9.795,9.852,9.911,9.973,10.037,10.102,10.167,10.233,10.3,10.368,10.436,10.505,10.576,10.651,10.729,10.813,10.904,11.005,11.116,11.241,11.381,11.538,11.714,11.912,12.131,12.374,12.641,12.933,13.249,13.588,13.95,14.333,14.733,15.149,15.577,16.012,16.451,16.889,17.32,17.738,18.138,18.515,18.862,19.173,19.443,19.667,19.838,19.954,20.009,20,19.925,19.781,19.567,19.282,18.927,18.502,18.01,17.453,16.833,16.155,15.422,14.639,13.811,12.943,12.04,11.108,10.152,9.178,8.191,7.197,6.2,5.207,4.223,3.253,2.302,1.375,0.478,-0.384,-1.206,-1.982,-2.708,-3.379,-3.99,-4.535,NA
0,-1.214,-1.342,-1.484,-1.64,-1.808,-1.985,-2.168,-2.354,-2.54,-2.722,-2.897,-3.061,-3.211,-3.342,-3.453,-3.539,-3.599,-3.629,-3.628,-3.594,-3.527,-3.425,-3.29,-3.12,-2.919,-2.685,-2.422,-2.131,-1.816,-1.478,-1.12,-0.746,-0.358,0.041,0.447,0.858,1.272,1.685,2.096,2.503,2.905,3.3,3.687,4.065,4.434,4.794,5.143,5.484,5.814,6.136,6.449,6.753,7.049,7.337,7.618,7.892,8.16,8.422,8.68,8.933,9.182,9.429,9.674,9.917,10.161,10.406,10.654,10.904,11.157,11.416,11.678,11.946,12.217,12.493,12.77,13.049,13.326,13.6,13.867,14.124,14.367,14.592,14.796,14.972,15.119,15.231,15.305,15.337,15.325,15.266,15.159,15.004,14.799,14.548,14.251,13.911,13.532,13.119,12.677,12.21,NA
0,-0.292,-0.121,0.057,0.242,0.43,0.621,0.812,1.002,1.191,1.376,1.558,1.734,1.906,2.072,2.232,2.386,2.533,2.672,2.803,2.926,3.039,3.141,3.231,3.307,3.367,3.41,3.434,3.436,3.414,3.366,3.289,3.181,3.04,2.864,2.651,2.401,2.112,1.784,1.417,1.012,0.571,0.097,-0.41,-0.944,-1.502,-2.079,-2.67,-3.269,-3.87,-4.468,-5.055,-5.624,-6.171,-6.688,-7.169,-7.61,-8.005,-8.349,-8.64,-8.874,-9.048,-9.163,-9.218,-9.213,-9.15,-9.03,-8.858,-8.638,-8.373,-8.069,-7.732,-7.368,-6.983,-6.584,-6.179,-5.772,-5.371,-4.981,-4.609,-4.259,-3.935,-3.64,-3.378,-3.15,-2.956,-2.797,-2.67,-2.574,-2.506,-2.462,-2.437,-2.425,-2.421,-2.418,-2.409,-2.388,-2.347,-2.281,-2.182,-2.044,NA
0,-7.071,-7.27,-7.452,-7.609,-7.733,-7.817,-7.852,-7.833,-7.753,-7.609,-7.397,-7.114,-6.762,-6.34,-5.852,-5.301,-4.693,-4.033,-3.329,-2.59,-1.823,-1.037,-0.242,0.554,1.343,2.118,2.872,3.599,4.297,4.961,5.59,6.184,6.744,7.271,7.771,8.245,8.699,9.139,9.57,9.997,10.426,10.861,11.307,11.768,12.247,12.745,13.263,13.802,14.359,14.934,15.523,16.121,16.726,17.333,17.935,18.528,19.108,19.669,20.208,20.719,21.202,21.652,22.07,22.455,22.806,23.127,23.417,23.682,23.923,24.144,24.351,24.545,24.732,24.915,25.097,25.281,25.468,25.659,25.854,26.051,26.249,26.445,26.634,26.811,26.972,27.109,27.217,27.288,27.316,27.294,27.216,27.075,26.868,26.589,26.235,25.804,25.295,24.708,24.043,23.304,NA
0,-12.089,-11.632,-11.15,-10.646,-10.122,-9.581,-9.026,-8.459,-7.885,-7.307,-6.728,-6.154,-5.588,-5.035,-4.499,-3.983,-3.493,-3.031,-2.6,-2.203,-1.843,-1.519,-1.232,-0.983,-0.77,-0.591,-0.444,-0.326,-0.232,-0.159,-0.101,-0.055,-0.014,0.025,0.069,0.12,0.184,0.263,0.36,0.476,0.614,0.771,0.949,1.144,1.354,1.575,1.804,2.035,2.262,2.48,2.683,2.865,3.02,3.142,3.227,3.269,3.264,3.21,3.104,2.946,2.734,2.471,2.157,1.796,1.393,0.951,0.477,-0.023,-0.542,-1.072,-1.606,-2.135,-2.653,-3.151,-3.622,-4.059,-4.455,-4.806,-5.106,-5.352,-5.54,-5.667,-5.733,-5.737,-5.679,-5.56,-5.382,-5.147,-4.857,-4.517,-4.13,-3.698,-3.226,-2.718,-2.177,-1.606,-1.01,-0.392,0.246,0.9,NA
0,5.697,6.059,6.421,6.781,7.134,7.476,7.803,8.111,8.395,8.651,8.875,9.063,9.212,9.317,9.377,9.389,9.351,9.263,9.124,8.934,8.694,8.405,8.069,7.69,7.268,6.81,6.317,5.794,5.245,4.676,4.089,3.489,2.882,2.272,1.663,1.059,0.464,-0.116,-0.679,-1.222,-1.739,-2.229,-2.687,-3.112,-3.5,-3.851,-4.161,-4.43,-4.657,-4.841,-4.985,-5.087,-5.152,-5.18,-5.175,-5.14,-5.081,-5.002,-4.908,-4.806,-4.702,-4.601,-4.51,-4.435,-4.382,-4.356,-4.362,-4.405,-4.488,-4.613,-4.782,-4.997,-5.256,-5.559,-5.903,-6.286,-6.704,-7.151,-7.624,-8.116,-8.621,-9.133,-9.646,-10.153,-10.648,-11.125,-11.579,-12.004,-12.397,-12.753,-13.069,-13.343,-13.573,-13.757,-13.896,-13.989,-14.038,-14.042,-14.004,-13.926,NA
0,-9.409,-8.692,-7.945,-7.17,-6.37,-5.548,-4.71,-3.858,-2.998,-2.134,-1.273,-0.419,0.422,1.243,2.04,2.806,3.537,4.226,4.869,5.461,5.999,6.48,6.901,7.259,7.555,7.787,7.957,8.066,8.115,8.107,8.047,7.938,7.786,7.595,7.371,7.121,6.85,6.567,6.276,5.986,5.702,5.431,5.18,4.953,4.756,4.595,4.472,4.391,4.356,4.368,4.428,4.536,4.693,4.896,5.144,5.433,5.76,6.122,6.511,6.925,7.356,7.798,8.245,8.69,9.127,9.548,9.948,10.32,10.657,10.954,11.206,11.408,11.555,11.644,11.672,11.636,11.535,11.367,11.132,10.83,10.463,10.033,9.541,8.991,8.388,7.736,7.04,6.307,5.543,4.756,3.953,3.143,2.334,1.536,0.757,0.007,-0.706,-1.372,-1.983,-2.531,NA
0,4.016,3.725,3.441,3.161,2.886,2.615,2.349,2.086,1.828,1.575,1.327,1.086,0.852,0.628,0.414,0.212,0.024,-0.15,-0.307,-0.447,-0.569,-0.671,-0.753,-0.815,-0.857,-0.878,-0.88,-0.863,-0.827,-0.774,-0.704,-0.619,-0.521,-0.409,-0.286,-0.153,-0.011,0.139,0.296,0.459,0.627,0.799,0.975,1.153,1.332,1.513,1.694,1.875,2.053,2.229,2.402,2.57,2.732,2.887,3.034,3.172,3.299,3.416,3.52,3.612,3.692,3.758,3.811,3.853,3.884,3.904,3.917,3.924,3.928,3.932,3.938,3.951,3.974,4.011,4.068,4.147,4.253,4.39,4.563,4.773,5.026,5.323,5.667,6.058,6.498,6.987,7.522,8.103,8.726,9.389,10.086,10.812,11.563,12.331,13.11,13.893,14.673,15.443,16.195,16.923,NA
0,-13.332,-13.096,-12.754,-12.311,-11.769,-11.135,-10.416,-9.62,-8.755,-7.831,-6.86,-5.851,-4.816,-3.767,-2.714,-1.669,-0.643,0.353,1.309,2.215,3.063,3.845,4.553,5.18,5.722,6.174,6.532,6.794,6.959,7.026,6.997,6.873,6.657,6.353,5.966,5.502,4.966,4.367,3.712,3.009,2.269,1.498,0.708,-0.092,-0.893,-1.687,-2.462,-3.211,-3.927,-4.601,-5.226,-5.798,-6.311,-6.76,-7.144,-7.459,-7.705,-7.881,-7.99,-8.031,-8.009,-7.926,-7.787,-7.598,-7.363,-7.088,-6.779,-6.444,-6.087,-5.717,-5.339,-4.959,-4.584,-4.218,-3.866,-3.533,-3.222,-2.937,-2.679,-2.45,-2.25,-2.081,-1.941,-1.83,-1.744,-1.684,-1.644,-1.623,-1.617,-1.621,-1.633,-1.649,-1.664,-1.676,-1.68,-1.673,-1.653,-1.618,-1.565,-1.494,NA
0,-2.475,-2.808,-3.119,-3.407,-3.67,-3.91,-4.125,-4.317,-4.484,-4.626,-4.744,-4.838,-4.906,-4.95,-4.969,-4.962,-4.928,-4.869,-4.783,-4.669,-4.528,-4.359,-4.161,-3.935,-3.68,-3.398,-3.086,-2.747,-2.381,-1.99,-1.573,-1.134,-0.674,-0.194,0.301,0.81,1.33,1.856,2.385,2.913,3.437,3.951,4.453,4.938,5.401,5.84,6.251,6.63,6.976,7.285,7.557,7.789,7.982,8.134,8.248,8.324,8.363,8.368,8.342,8.288,8.208,8.107,7.988,7.856,7.714,7.568,7.42,7.275,7.136,7.009,6.895,6.798,6.722,6.669,6.641,6.642,6.671,6.731,6.824,6.949,7.108,7.3,7.525,7.782,8.07,8.387,8.732,9.101,9.493,9.905,10.333,10.773,11.223,11.677,12.131,12.581,13.024,13.453,13.864,14.253,NA
0,-1.727,-1.318,-0.882,-0.424,0.055,0.551,1.058,1.571,2.086,2.596,3.095,3.578,4.037,4.466,4.861,5.216,5.526,5.788,5.997,6.153,6.254,6.298,6.288,6.224,6.108,5.944,5.736,5.489,5.206,4.895,4.561,4.209,3.846,3.477,3.108,2.743,2.387,2.043,1.714,1.402,1.108,0.833,0.574,0.332,0.104,-0.114,-0.325,-0.533,-0.743,-0.958,-1.184,-1.426,-1.687,-1.971,-2.282,-2.623,-2.995,-3.4,-3.838,-4.309,-4.81,-5.34,-5.896,-6.472,-7.065,-7.668,-8.276,-8.881,-9.477,-10.055,-10.609,-11.131,-11.613,-12.047,-12.427,-12.746,-12.998,-13.176,-13.277,-13.296,-13.23,-13.076,-12.832,-12.499,-12.077,-11.565,-10.968,-10.287,-9.527,-8.692,-7.787,-6.817,-5.79,-4.711,-3.587,-2.425,-1.233,-0.018,1.214,2.455,NA
0,5.857,5.542,5.214,4.878,4.541,4.209,3.89,3.591,3.316,3.072,2.863,2.692,2.562,2.475,2.431,2.429,2.466,2.539,2.644,2.776,2.928,3.094,3.267,3.438,3.602,3.75,3.874,3.969,4.028,4.045,4.016,3.937,3.806,3.619,3.377,3.081,2.731,2.331,1.883,1.393,0.866,0.308,-0.274,-0.871,-1.476,-2.08,-2.674,-3.248,-3.793,-4.3,-4.76,-5.164,-5.504,-5.773,-5.963,-6.068,-6.084,-6.006,-5.832,-5.56,-5.189,-4.721,-4.158,-3.504,-2.763,-1.943,-1.05,-0.093,0.919,1.974,3.062,4.171,5.288,6.403,7.503,8.575,9.608,10.59,11.513,12.365,13.138,13.825,14.421,14.918,15.315,15.609,15.797,15.882,15.863,15.743,15.526,15.216,14.819,14.338,13.782,13.155,12.465,11.719,10.922,10.082,NA
0,-0.532,-0.691,-0.867,-1.057,-1.259,-1.471,-1.691,-1.916,-2.144,-2.373,-2.602,-2.826,-3.047,-3.26,-3.467,-3.664,-3.852,-4.03,-4.197,-4.353,-4.499,-4.634,-4.759,-4.874,-4.98,-5.078,-5.169,-5.251,-5.327,-5.396,-5.458,-5.513,-5.561,-5.602,-5.634,-5.658,-5.671,-5.675,-5.668,-5.649,-5.618,-5.575,-5.52,-5.453,-5.376,-5.289,-5.195,-5.095,-4.991,-4.886,-4.782,-4.683,-4.592,-4.511,-4.444,-4.392,-4.359,-4.345,-4.354,-4.386,-4.442,-4.521,-4.623,-4.748,-4.894,-5.059,-5.241,-5.437,-5.644,-5.858,-6.077,-6.296,-6.511,-6.719,-6.914,-7.092,-7.25,-7.383,-7.485,-7.553,-7.582,-7.567,-7.504,-7.39,-7.22,-6.992,-6.701,-6.347,-5.927,-5.44,-4.889,-4.272,-3.593,-2.856,-2.066,-1.227,-0.35,0.56,1.491,2.435,NA
0,2.673,2.049,1.435,0.836,0.257,-0.3,-0.829,-1.328,-1.793,-2.22,-2.606,-2.948,-3.243,-3.488,-3.681,-3.82,-3.904,-3.929,-3.897,-3.806,-3.657,-3.451,-3.189,-2.873,-2.505,-2.09,-1.631,-1.133,-0.599,-0.036,0.552,1.157,1.775,2.4,3.025,3.645,4.254,4.847,5.419,5.966,6.483,6.967,7.416,7.825,8.195,8.523,8.808,9.05,9.25,9.407,9.522,9.597,9.632,9.629,9.589,9.514,9.404,9.261,9.087,8.882,8.647,8.383,8.091,7.771,7.424,7.051,6.652,6.229,5.782,5.312,4.821,4.31,3.783,3.24,2.685,2.121,1.55,0.977,0.404,-0.163,-0.722,-1.269,-1.8,-2.311,-2.799,-3.262,-3.698,-4.103,-4.477,-4.82,-5.129,-5.407,-5.655,-5.873,-6.063,-6.229,-6.372,-6.495,-6.603,-6.697,NA
0,24.961,24.872,24.75,24.602,24.434,24.251,24.056,23.853,23.644,23.431,23.214,22.992,22.766,22.533,22.292,22.04,21.774,21.49,21.187,20.861,20.509,20.128,19.716,19.272,18.793,18.279,17.731,17.147,16.53,15.882,15.204,14.5,13.773,13.029,12.271,11.504,10.735,9.968,9.21,8.465,7.741,7.043,6.375,5.744,5.154,4.609,4.113,3.669,3.279,2.946,2.671,2.454,2.295,2.194,2.148,2.156,2.215,2.323,2.474,2.667,2.895,3.154,3.44,3.747,4.07,4.404,4.743,5.082,5.416,5.739,6.048,6.338,6.603,6.842,7.049,7.223,7.36,7.458,7.516,7.532,7.506,7.438,7.328,7.178,6.988,6.76,6.497,6.202,5.877,5.525,5.15,4.756,4.345,3.922,3.49,3.051,2.61,2.167,1.727,1.29,NA
0,-18.414,-18.538,-18.64,-18.723,-18.785,-18.826,-18.846,-18.845,-18.821,-18.774,-18.703,-18.607,-18.486,-18.338,-18.163,-17.96,-17.731,-17.475,-17.192,-16.883,-16.55,-16.192,-15.813,-15.413,-14.993,-14.556,-14.104,-13.638,-13.16,-12.672,-12.176,-11.672,-11.163,-10.649,-10.132,-9.613,-9.093,-8.573,-8.053,-7.535,-7.02,-6.508,-6.001,-5.5,-5.007,-4.523,-4.051,-3.591,-3.148,-2.722,-2.316,-1.933,-1.575,-1.245,-0.945,-0.678,-0.446,-0.249,-0.091,0.029,0.109,0.15,0.152,0.115,0.042,-0.066,-0.206,-0.376,-0.571,-0.789,-1.025,-1.275,-1.535,-1.801,-2.069,-2.335,-2.595,-2.848,-3.091,-3.322,-3.54,-3.745,-3.936,-4.116,-4.285,-4.446,-4.6,-4.751,-4.902,-5.055,-5.212,-5.378,-5.552,-5.738,-5.935,-6.144,-6.364,-6.592,-6.826,-7.062,NA
0,-11.945,-11.784,-11.6,-11.392,-11.16,-10.905,-10.627,-10.326,-10.004,-9.662,-9.302,-8.926,-8.538,-8.141,-7.739,-7.337,-6.941,-6.555,-6.186,-5.838,-5.517,-5.229,-4.977,-4.766,-4.598,-4.475,-4.399,-4.368,-4.381,-4.436,-4.528,-4.652,-4.801,-4.969,-5.147,-5.327,-5.499,-5.655,-5.785,-5.882,-5.936,-5.941,-5.892,-5.782,-5.609,-5.371,-5.067,-4.699,-4.269,-3.782,-3.245,-2.664,-2.047,-1.405,-0.747,-0.083,0.576,1.219,1.837,2.419,2.956,3.44,3.866,4.228,4.521,4.743,4.893,4.972,4.98,4.922,4.8,4.621,4.39,4.113,3.798,3.451,3.08,2.692,2.293,1.891,1.49,1.098,0.717,0.353,0.008,-0.313,-0.61,-0.879,-1.121,-1.333,-1.516,-1.669,-1.791,-1.882,-1.943,-1.973,-1.972,-1.94,-1.877,-1.782,NA
0,-2.118,-2.44,-2.78,-3.133,-3.49,-3.844,-4.189,-4.515,-4.816,-5.083,-5.308,-5.485,-5.607,-5.668,-5.662,-5.586,-5.436,-5.211,-4.909,-4.53,-4.076,-3.55,-2.956,-2.298,-1.582,-0.816,-0.007,0.836,1.705,2.591,3.483,4.372,5.249,6.105,6.93,7.717,8.458,9.147,9.777,10.343,10.841,11.268,11.623,11.902,12.105,12.233,12.287,12.266,12.174,12.011,11.78,11.483,11.122,10.7,10.218,9.679,9.085,8.438,7.74,6.993,6.199,5.36,4.479,3.559,2.603,1.615,0.6,-0.44,-1.497,-2.567,-3.643,-4.72,-5.79,-6.847,-7.885,-8.896,-9.874,-10.814,-11.709,-12.556,-13.349,-14.086,-14.765,-15.383,-15.94,-16.437,-16.874,-17.254,-17.579,-17.852,-18.078,-18.259,-18.401,-18.508,-18.585,-18.634,-18.662,-18.671,-18.664,-18.645,NA
0,-0.472,-1.364,-2.257,-3.143,-4.017,-4.871,-5.702,-6.505,-7.277,-8.014,-8.716,-9.381,-10.009,-10.602,-11.159,-11.683,-12.175,-12.637,-13.072,-13.482,-13.869,-14.235,-14.582,-14.911,-15.224,-15.522,-15.804,-16.073,-16.327,-16.566,-16.79,-16.998,-17.189,-17.362,-17.517,-17.651,-17.764,-17.854,-17.921,-17.962,-17.978,-17.965,-17.924,-17.853,-17.752,-17.618,-17.452,-17.253,-17.021,-16.755,-16.456,-16.124,-15.76,-15.366,-14.942,-14.493,-14.019,-13.524,-13.013,-12.487,-11.952,-11.412,-10.871,-10.333,-9.803,-9.284,-8.78,-8.294,-7.828,-7.385,-6.965,-6.568,-6.195,-5.843,-5.51,-5.194,-4.891,-4.598,-4.309,-4.02,-3.727,-3.424,-3.106,-2.769,-2.409,-2.023,-1.607,-1.16,-0.68,-0.167,0.378,0.954,1.558,2.185,2.833,3.494,4.164,4.835,5.5,6.151,NA
0,5.81,6.848,7.856,8.829,9.761,10.646,11.48,12.26,12.981,13.642,14.239,14.772,15.24,15.641,15.975,16.241,16.441,16.574,16.64,16.642,16.579,16.452,16.264,16.015,15.708,15.344,14.925,14.454,13.934,13.366,12.754,12.102,11.412,10.689,9.937,9.159,8.36,7.544,6.715,5.879,5.039,4.2,3.367,2.542,1.731,0.937,0.163,-0.587,-1.311,-2.006,-2.671,-3.304,-3.903,-4.469,-5.001,-5.498,-5.962,-6.392,-6.791,-7.159,-7.498,-7.809,-8.094,-8.355,-8.592,-8.809,-9.006,-9.185,-9.347,-9.492,-9.622,-9.737,-9.837,-9.923,-9.995,-10.052,-10.094,-10.121,-10.133,-10.13,-10.11,-10.075,-10.024,-9.957,-9.874,-9.777,-9.666,-9.542,-9.406,-9.259,-9.104,-8.94,-8.771,-8.598,-8.423,-8.248,-8.074,-7.903,-7.737,-7.577,NA
0,11.85,11.171,10.44,9.666,8.858,8.026,7.18,6.329,5.482,4.649,3.837,3.054,2.31,1.609,0.96,0.368,-0.163,-0.626,-1.019,-1.338,-1.581,-1.745,-1.83,-1.836,-1.764,-1.615,-1.391,-1.098,-0.737,-0.316,0.159,0.683,1.246,1.841,2.458,3.089,3.723,4.351,4.962,5.548,6.1,6.608,7.065,7.464,7.8,8.068,8.264,8.386,8.435,8.411,8.316,8.154,7.93,7.649,7.32,6.95,6.547,6.12,5.679,5.232,4.788,4.356,3.944,3.557,3.204,2.887,2.611,2.379,2.192,2.05,1.952,1.895,1.877,1.892,1.937,2.005,2.092,2.189,2.292,2.394,2.49,2.573,2.64,2.685,2.707,2.701,2.667,2.605,2.513,2.395,2.252,2.088,1.905,1.709,1.504,1.295,1.089,0.889,0.703,0.535,NA
0,-5.354,-5.075,-4.8,-4.524,-4.243,-3.952,-3.646,-3.323,-2.979,-2.613,-2.224,-1.811,-1.376,-0.922,-0.452,0.029,0.514,0.998,1.471,1.926,2.353,2.744,3.089,3.38,3.608,3.764,3.843,3.839,3.746,3.561,3.283,2.912,2.449,1.896,1.259,0.542,-0.247,-1.1,-2.008,-2.96,-3.946,-4.956,-5.977,-6.999,-8.011,-9.001,-9.959,-10.876,-11.741,-12.548,-13.289,-13.956,-14.545,-15.05,-15.468,-15.796,-16.033,-16.177,-16.227,-16.186,-16.054,-15.833,-15.527,-15.138,-14.671,-14.13,-13.522,-12.85,-12.122,-11.344,-10.522,-9.663,-8.776,-7.867,-6.943,-6.013,-5.084,-4.162,-3.255,-2.371,-1.515,-0.694,0.087,0.822,1.507,2.138,2.711,3.223,3.672,4.057,4.377,4.63,4.818,4.941,5,4.997,4.935,4.816,4.644,4.422,NA
